StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q44,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q14,Q15,Q16,Condition
2018-11-04 23:14:05,2018-11-04 23:16:43,IP Address,173.171.223.74,100,158,True,2018-11-04 23:16:43,R_1plH57yTN2lCpV6,,,,,28.0946044921875,-81.49900054931640625,anonymous,EN,Yes- I consent,,,,,,59.233,64.187,66.226,2,1,35,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 23:17:05,2018-11-04 23:18:07,IP Address,73.102.80.250,100,61,True,2018-11-04 23:18:07,R_23datDlRccLKcUk,,,,,40.2111053466796875,-85.42910003662109375,anonymous,EN,Yes- I consent,,,,,,,,,,,63,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-04 23:54:48,2018-11-04 23:56:04,IP Address,98.207.149.179,100,76,True,2018-11-04 23:56:04,R_1hYZHiz1wrnYKUq,,,,,37.34759521484375,-121.88700103759765625,anonymous,EN,Yes- I consent,38.478,39.58,41.496,2,3,,,,,,36,Female,,Asian,,No,Somewhere in-between,No,1
2018-11-04 23:55:15,2018-11-04 23:56:05,IP Address,24.51.160.75,100,49,True,2018-11-04 23:56:05,R_3qWf84UIrv38fAJ,,,,,41.4425048828125,-78.5341033935546875,anonymous,EN,Yes- I consent,,,,,,,,,,,22,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-04 23:55:26,2018-11-04 23:56:57,IP Address,172.58.19.47,100,91,True,2018-11-04 23:56:57,R_1FeMRa1KjrXvmIz,,,,,34.3209991455078125,-118.38299560546875,anonymous,EN,Yes- I consent,,,,,,60.89,63.887,64.622,5,1,30,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-04 23:59:00,2018-11-05 00:00:00,IP Address,98.236.24.49,100,59,True,2018-11-05 00:00:00,R_2dBcXu7DjHQgBbY,,,,,40.1587982177734375,-79.81220245361328125,anonymous,EN,Yes- I consent,,,,,,,,,,,52,Female,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-04 23:59:20,2018-11-05 00:00:12,IP Address,47.148.167.203,100,51,True,2018-11-05 00:00:13,R_3Lc11r5L3qCDyOs,,,,,34.0272979736328125,-117.587799072265625,anonymous,EN,Yes- I consent,27.161,27.161,29.604,1,3,,,,,,28,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-04 23:56:18,2018-11-05 00:00:45,IP Address,172.58.45.180,100,267,True,2018-11-05 00:00:45,R_2ct1p8cldQtrko9,,,,,45.5077972412109375,-122.689697265625,anonymous,EN,Yes- I consent,60.391,187.879,190.74,6,3,,,,,,60,Female,,Caucasian,,No,Lean Republican,No,1
2018-11-04 23:59:16,2018-11-05 00:00:56,IP Address,47.42.167.33,100,99,True,2018-11-05 00:00:56,R_3nMMu0JZUaHI6ji,,,,,43.2165069580078125,-123.341705322265625,anonymous,EN,Yes- I consent,64.91,64.91,67.166,1,3,,,,,,39,Male,,"Caucasian,Native American",,Yes,Lean Democrat,Yes,1
2018-11-05 00:02:57,2018-11-05 00:05:36,IP Address,99.8.28.198,100,159,True,2018-11-05 00:05:37,R_1MJKCdUjtzIW8bF,,,,,33.87969970703125,-117.535400390625,anonymous,EN,Yes- I consent,,,,,,125.381,125.381,126.489,1,1,42,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-05 00:31:33,2018-11-05 00:32:10,IP Address,68.34.71.225,100,37,True,2018-11-05 00:32:10,R_VKcHAVlGUSUh78t,,,,,42.1949005126953125,-83.4853973388671875,anonymous,EN,Yes- I consent,,,,,,,,,,,69,Female,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-05 00:32:42,2018-11-05 00:33:40,IP Address,173.90.75.177,100,58,True,2018-11-05 00:33:40,R_21yLdcjPU6rW2qd,,,,,40.89959716796875,-81.43959808349609375,anonymous,EN,Yes- I consent,,,,,,,,,,,63,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-05 00:31:51,2018-11-05 00:34:06,IP Address,24.171.64.80,100,135,True,2018-11-05 00:34:06,R_usGDxmk1lZ7Yvlv,,,,,38.62640380859375,-88.94809722900390625,anonymous,EN,Yes- I consent,,,,,,6.159,76.009,77.545,3,1,57,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-05 00:32:38,2018-11-05 00:34:14,IP Address,64.175.72.157,100,95,True,2018-11-05 00:34:14,R_2EiNjXomGAdhvqH,,,,,28.2816009521484375,-80.76450347900390625,anonymous,EN,Yes- I consent,,,,,,65.628,65.628,66.77,1,1,27,Male,,"Black/African,Caucasian",,Yes,Lean Democrat,Yes,2
2018-11-05 00:32:51,2018-11-05 00:34:27,IP Address,72.79.146.111,100,95,True,2018-11-05 00:34:27,R_1CJfJ7JehRd7Keg,,,,,41.04150390625,-76.65070343017578125,anonymous,EN,Yes- I consent,54.252,54.252,56.866,1,3,,,,,,33,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-05 00:32:36,2018-11-05 00:34:41,IP Address,24.102.82.143,100,124,True,2018-11-05 00:34:41,R_3PvF0cFKAlwhojT,,,,,40.7436065673828125,-73.921600341796875,anonymous,EN,Yes- I consent,2.582,58.567,59.73,5,3,,,,,,24,Male,,Other - Please specify,Latino,Yes,Lean Democrat,Yes,1
2018-11-05 00:34:10,2018-11-05 00:34:57,IP Address,99.203.75.45,100,47,True,2018-11-05 00:34:57,R_12MFVqy5WbOrHmG,,,,,33.9071044921875,-118.07669830322265625,anonymous,EN,Yes- I consent,,,,,,,,,,,29,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-05 00:32:31,2018-11-05 00:35:14,IP Address,206.82.29.148,100,163,True,2018-11-05 00:35:15,R_3JJItTwQgywGBKY,,,,,40.0117950439453125,-75.145599365234375,anonymous,EN,Yes- I consent,,,,,,5.397,62.044,63.613,4,1,36,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-05 00:35:46,2018-11-05 00:36:53,IP Address,98.207.67.198,100,66,True,2018-11-05 00:36:53,R_yOLd0uugSTI4EHn,,,,,37.984100341796875,-122.01190185546875,anonymous,EN,Yes- I consent,,,,,,26.311,26.311,51.83,1,1,28,Male,,Asian,,Yes,Lean Democrat,Yes,2
2018-11-05 01:04:53,2018-11-05 01:05:26,IP Address,24.196.236.231,100,33,True,2018-11-05 01:05:27,R_3mjAoYQfPIqMFqo,,,,,34.0424957275390625,-84.0261993408203125,anonymous,EN,Yes- I consent,,,,,,,,,,,31,Male,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-05 01:07:46,2018-11-05 01:09:06,IP Address,184.18.172.212,100,79,True,2018-11-05 01:09:07,R_2zBIUvvRskuUvdm,,,,,41.1569061279296875,-85.05560302734375,anonymous,EN,Yes- I consent,6.747,36.786,37.617,4,3,,,,,,25,Female,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-05 01:08:47,2018-11-05 01:09:13,IP Address,68.7.147.21,100,26,True,2018-11-05 01:09:13,R_1kFgmdCHMCNd77S,,,,,32.7606964111328125,-117.0720977783203125,anonymous,EN,Yes- I consent,,,,,,,,,,,24,Male,,Asian,,Yes,Somewhere in-between,Yes,3
2018-11-05 01:07:47,2018-11-05 01:09:32,IP Address,76.198.156.245,100,104,True,2018-11-05 01:09:32,R_1d0qbmuZuWkWHs2,,,,,33.7216949462890625,-84.33390045166015625,anonymous,EN,Yes- I consent,58.667,59.526,60.841,2,3,,,,,,28,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-05 01:08:25,2018-11-05 01:09:59,IP Address,97.79.197.94,100,94,True,2018-11-05 01:10:00,R_3JgbJxUUAUaHdj4,,,,,26.21539306640625,-98.23590087890625,anonymous,EN,Yes- I consent,,,,,,68.58,68.58,70.387,1,1,55,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-05 01:08:59,2018-11-05 01:10:07,IP Address,24.242.19.76,100,67,True,2018-11-05 01:10:07,R_Od8a50rUMHyU4OR,,,,,31.9600067138671875,-106.402099609375,anonymous,EN,Yes- I consent,39.285,39.285,40.252,1,3,,,,,,35,Male,,Caucasian,,Maybe,Lean Republican,Yes,1
2018-11-05 01:11:13,2018-11-05 01:11:47,IP Address,173.219.183.241,100,34,True,2018-11-05 01:11:47,R_1HppHHsclIoEEhy,,,,,32.338897705078125,-99.66069793701171875,anonymous,EN,Yes- I consent,,,,,,,,,,,35,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-05 01:12:59,2018-11-05 01:14:46,IP Address,174.192.3.214,100,107,True,2018-11-05 01:14:47,R_2QxQ6f9iTgl0iob,,,,,42.2787017822265625,-71.15889739990234375,anonymous,EN,Yes- I consent,,,,,,62.381,62.381,65.589,1,1,33,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-05 01:16:26,2018-11-05 01:17:28,IP Address,99.19.77.38,100,61,True,2018-11-05 01:17:28,R_3e9TDnqG6QB9fFp,,,,,34.8491058349609375,-92.4058990478515625,anonymous,EN,Yes- I consent,,,,,,,,,,,35,Female,,"Asian,Caucasian",,No,Somewhere in-between,No,3
2018-11-05 01:37:27,2018-11-05 01:38:21,IP Address,73.186.19.26,100,53,True,2018-11-05 01:38:21,R_ONkmkPNsddixw0F,,,,,41.5569000244140625,-72.66519927978515625,anonymous,EN,Yes- I consent,29.546,29.546,30.575,1,3,,,,,,33,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-05 01:37:28,2018-11-05 01:39:04,IP Address,50.53.5.19,100,95,True,2018-11-05 01:39:04,R_UXZMyny5RsIsdFv,,,,,45.5200958251953125,-122.8603973388671875,anonymous,EN,Yes- I consent,,,,,,62.455,62.455,65.466,1,1,38,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-05 01:39:14,2018-11-05 01:40:25,IP Address,107.211.221.164,100,71,True,2018-11-05 01:40:26,R_2R3bLHy81Rf1EkP,,,,,30.843597412109375,-90.0630035400390625,anonymous,EN,Yes- I consent,,,,,,,,,,,57,Female,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-05 01:39:17,2018-11-05 01:41:37,IP Address,71.135.102.255,100,139,True,2018-11-05 01:41:37,R_2X6QrFuMsZ3AbFZ,,,,,39.0469970703125,-122.93280029296875,anonymous,EN,Yes- I consent,,,,,,12.072,82.258,83.975,4,1,54,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-05 01:40:41,2018-11-05 01:42:36,IP Address,108.56.0.210,100,115,True,2018-11-05 01:42:36,R_scJr7WHA24gQf3b,,,,,38.878997802734375,-76.98979949951171875,anonymous,EN,Yes- I consent,,,,,,,,,,,50,Male,,Other - Please specify,Biracial Afro Caribbean Americana / White European American,Yes,Lean Democrat,Yes,3
2018-11-05 01:42:11,2018-11-05 01:42:54,IP Address,166.182.244.131,100,43,True,2018-11-05 01:42:55,R_25GE89zi7VI5q3Y,,,,,35.923797607421875,-77.83499908447265625,anonymous,EN,Yes- I consent,,,,,,,,,,,37,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-05 01:41:47,2018-11-05 01:43:06,IP Address,97.84.85.23,100,79,True,2018-11-05 01:43:07,R_sOxbbvNGBlzGVJn,,,,,37.757598876953125,-121.128997802734375,anonymous,EN,Yes- I consent,,,,,,54.747,54.747,55.645,1,1,31,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-05 01:41:50,2018-11-05 01:44:56,IP Address,73.223.171.25,100,186,True,2018-11-05 01:44:57,R_2UgzasIkdNTaENy,,,,,37.5670928955078125,-122.371002197265625,anonymous,EN,Yes- I consent,46.585,46.585,50.07,1,3,,,,,,32,Male,,Prefer not to answer,,No,Somewhere in-between,No,1
2018-11-05 01:41:02,2018-11-05 01:53:17,IP Address,66.41.61.77,100,734,True,2018-11-05 01:53:17,R_1f3oguHqN1YwIkB,,,,,45.11669921875,-93.3003997802734375,anonymous,EN,Yes- I consent,677.874,704.7,705.566,5,3,,,,,,25,Male,,"Black/African,Caucasian",,No,Somewhere in-between,Unsure,1
2018-11-05 02:10:04,2018-11-05 02:11:15,IP Address,72.218.225.232,100,70,True,2018-11-05 02:11:15,R_3psuD13vZswZq2o,,,,,36.8914031982421875,-76.23960113525390625,anonymous,EN,Yes- I consent,35.785,35.785,38.122,1,3,,,,,,46,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-05 02:12:37,2018-11-05 02:13:35,IP Address,98.223.82.255,100,57,True,2018-11-05 02:13:35,R_3RlyMcZ0gAj12th,,,,,41.7003936767578125,-87.82630157470703125,anonymous,EN,Yes- I consent,,,,,,,,,,,22,Male,,Caucasian,,Maybe,Lean Republican,Yes,3
2018-11-05 02:12:10,2018-11-05 02:13:37,IP Address,73.109.147.209,100,86,True,2018-11-05 02:13:37,R_3HO1nGUGqk3VgWs,,,,,47.507293701171875,-122.1819000244140625,anonymous,EN,Yes- I consent,,,,,,56.083,56.083,58.192,1,1,23,Female,,Asian,,Maybe,Somewhere in-between,Yes,2
2018-11-05 02:14:10,2018-11-05 02:17:34,IP Address,68.173.131.48,100,203,True,2018-11-05 02:17:34,R_3Pb4Rcj7GSL3F43,,,,,40.725494384765625,-73.99829864501953125,anonymous,EN,Yes- I consent,36.327,36.327,37.49,1,3,,,,,,23,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-05 02:18:03,2018-11-05 02:20:09,IP Address,24.147.91.175,100,126,True,2018-11-05 02:20:09,R_3Hjqk1vhqxZTMk6,,,,,41.85009765625,-72.46489715576171875,anonymous,EN,Yes- I consent,,,,,,63.255,63.255,64.908,1,1,41,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-05 02:20:07,2018-11-05 02:20:40,IP Address,72.220.126.121,100,33,True,2018-11-05 02:20:40,R_2PAU5f2Vxiakav9,,,,,32.5753021240234375,-117.07070159912109375,anonymous,EN,Yes- I consent,,,,,,,,,,,28,Female,,Other - Please specify,Hispanic,Yes,Lean Democrat,Yes,3
2018-11-05 02:19:16,2018-11-05 02:21:01,IP Address,71.227.95.221,100,104,True,2018-11-05 02:21:01,R_3lt6lxwNmDL5sp6,,,,,42.667999267578125,-83.28929901123046875,anonymous,EN,Yes- I consent,38.921,42.16,44.053,2,3,,,,,,70,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-05 02:24:12,2018-11-05 02:25:02,IP Address,98.182.132.130,100,49,True,2018-11-05 02:25:02,R_308kWV9Q253izLE,,,,,36.1519927978515625,-115.10919952392578125,anonymous,EN,Yes- I consent,,,,,,,,,,,50,Male,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-05 02:45:40,2018-11-05 02:46:31,IP Address,12.202.65.130,100,51,True,2018-11-05 02:46:32,R_2zAMxhwCCI2oYHK,,,,,41.481597900390625,-81.7017974853515625,anonymous,EN,Yes- I consent,34.218,34.218,35.006,1,5,,,,,,34,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-05 02:45:13,2018-11-05 02:46:31,IP Address,104.186.234.163,100,78,True,2018-11-05 02:46:32,R_3abPZPFrjChWLol,,,,,36.0074005126953125,-79.873199462890625,anonymous,EN,Yes- I consent,39.538,44.004,45.423,2,3,,,,,,52,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-05 02:45:32,2018-11-05 02:46:41,IP Address,67.241.166.144,100,68,True,2018-11-05 02:46:41,R_3HXjDlOWH0bbrFY,,,,,42.901702880859375,-78.6631011962890625,anonymous,EN,Yes- I consent,,,,,,15.901,46.418,47.267,2,1,34,Male,,Caucasian,,Maybe,Lean Republican,Yes,2
2018-11-05 02:47:38,2018-11-05 02:50:07,IP Address,71.69.4.163,100,149,True,2018-11-05 02:50:07,R_2qqhQ8Bq9arZEdF,,,,,37.059600830078125,-81.7301025390625,anonymous,EN,Yes- I consent,,,,,,58.937,58.937,67.379,1,1,40,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-05 02:50:31,2018-11-05 02:50:59,IP Address,47.135.90.182,100,27,True,2018-11-05 02:50:59,R_suuq4UpUXk50qXv,,,,,36.2017059326171875,-81.12860107421875,anonymous,EN,Yes- I consent,,,,,,,,,,,32,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-05 02:56:01,2018-11-05 03:06:59,IP Address,199.241.125.89,100,657,True,2018-11-05 03:07:00,R_UoHXGdK6dO5hMk1,,,,,44.9741973876953125,-93.2584991455078125,anonymous,EN,Yes- I consent,,,,,,595.832,595.832,597.474,1,1,34,Female,,Caucasian,,No,Lean Democrat,No,2
2018-11-05 03:09:53,2018-11-05 03:10:44,IP Address,98.165.224.73,100,50,True,2018-11-05 03:10:45,R_1n7LOrNRZG09HmA,,,,,33.320098876953125,-111.8739013671875,anonymous,EN,Yes- I consent,28.633,28.633,29.496,1,3,,,,,,23,Female,,Caucasian,,No,Lean Democrat,No,1
2018-11-05 03:20:53,2018-11-05 03:21:31,IP Address,24.198.188.151,100,38,True,2018-11-05 03:21:32,R_DOyrUclQ4uloNnX,,,,,44.3231964111328125,-69.76650238037109375,anonymous,EN,Yes- I consent,,,,,,,,,,,52,Male,,Caucasian,,Yes,Lean Republican,Yes,3
2018-11-05 03:21:07,2018-11-05 03:21:50,IP Address,73.79.213.99,100,43,True,2018-11-05 03:21:51,R_2BnEcpZKLTbsucX,,,,,40.1717071533203125,-80.2559967041015625,anonymous,EN,Yes- I consent,,,,,,,,,,,49,Female,,Caucasian,,Maybe,Lean Republican,Yes,3
2018-11-05 03:21:17,2018-11-05 03:22:31,IP Address,68.100.233.177,100,73,True,2018-11-05 03:22:31,R_1OirOYHWsgCsxjx,,,,,38.925201416015625,-77.39279937744140625,anonymous,EN,Yes- I consent,38.901,38.901,40.393,1,3,,,,,,29,Male,,Caucasian,,Maybe,Somewhere in-between,Unsure,1
2018-11-05 03:23:13,2018-11-05 03:24:52,IP Address,73.220.227.51,100,99,True,2018-11-05 03:24:53,R_r6kEEr7O5V8QZ5T,,,,,37.32550048828125,-120.6367034912109375,anonymous,EN,Yes- I consent,,,,,,1.563,63.197,64.073,8,1,23,Male,,Other - Please specify,Hispanic,No,Lean Republican,No,2
2018-11-05 03:25:05,2018-11-05 03:25:36,IP Address,68.174.207.183,100,30,True,2018-11-05 03:25:36,R_eFDRFVhRET68FsR,,,,,40.7512969970703125,-73.88300323486328125,anonymous,EN,Yes- I consent,,,,,,,,,,,33,Male,,Caucasian,,No,Lean Republican,Unsure,3
2018-11-05 03:22:07,2018-11-05 03:26:09,IP Address,71.8.86.183,100,241,True,2018-11-05 03:26:09,R_3HNB3WGLTk9U9Ex,,,,,33.250701904296875,-86.9210968017578125,anonymous,EN,Yes- I consent,32.071,32.071,32.92,1,3,,,,,,50,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-05 03:28:41,2018-11-05 03:29:28,IP Address,162.154.192.60,100,47,True,2018-11-05 03:29:29,R_85DXpbhYhszKOJP,,,,,39.9241943359375,-83.80879974365234375,anonymous,EN,Yes- I consent,,,,,,,,,,,42,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-05 03:42:33,2018-11-05 03:43:37,IP Address,72.199.106.137,100,64,True,2018-11-05 03:43:37,R_3fC643uE4nIHuYu,,,,,32.795806884765625,-117.07070159912109375,anonymous,EN,Yes- I consent,36.258,36.258,37.224,1,3,,,,,,32,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,1
2018-11-05 03:53:33,2018-11-05 03:54:54,IP Address,174.64.8.189,100,81,True,2018-11-05 03:54:54,R_2f27CvQVgChxofe,,,,,30.399993896484375,-91.1454010009765625,anonymous,EN,Yes- I consent,,,,,,61.62,61.62,63.674,1,1,27,Male,,Black/African,,Yes,Somewhere in-between,Yes,2
2018-11-05 03:53:52,2018-11-05 03:55:02,IP Address,100.16.28.166,100,70,True,2018-11-05 03:55:02,R_3kGvzTTRbDZmNbb,,,,,39.539398193359375,-76.3563995361328125,anonymous,EN,Yes- I consent,13.157,44.733,46.057,6,3,,,,,,32,Male,,Caucasian,,No,Somewhere in-between,Yes,1
2018-11-05 03:54:06,2018-11-05 03:55:29,IP Address,69.181.245.243,100,82,True,2018-11-05 03:55:29,R_2Csr7Iuzx1IyjsW,,,,,37.2183074951171875,-121.75389862060546875,anonymous,EN,Yes- I consent,,,,,,50.029,53.46,54.407,2,1,36,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-05 03:54:08,2018-11-05 03:55:44,IP Address,97.88.229.41,100,95,True,2018-11-05 03:55:44,R_BtvfbeitE4QdyBb,,,,,44.0496063232421875,-92.48960113525390625,anonymous,EN,Yes- I consent,,,,,,66.898,66.898,68.391,1,1,39,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-05 03:55:28,2018-11-05 03:55:51,IP Address,98.230.228.35,100,22,True,2018-11-05 03:55:51,R_2tFfTndZMzTYFNO,,,,,32.7104949951171875,-80.2743988037109375,anonymous,EN,Yes- I consent,,,,,,,,,,,34,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
2018-11-05 03:56:21,2018-11-05 03:56:40,IP Address,67.255.25.40,100,19,True,2018-11-05 03:56:40,R_1dKMVIEXwDIFNqQ,,,,,44.047393798828125,-70.38990020751953125,anonymous,EN,Yes- I consent,,,,,,,,,,,30,Female,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-05 03:54:06,2018-11-05 03:56:52,IP Address,100.8.236.212,100,166,True,2018-11-05 03:56:53,R_2xW9UI5FIQyDnP0,,,,,40.848297119140625,-73.972503662109375,anonymous,EN,Yes- I consent,,,,,,65.906,125.827,126.95,4,1,29,Female,,Asian,,Yes,Somewhere in-between,Yes,2
2018-11-05 04:00:43,2018-11-05 04:02:36,IP Address,73.108.251.125,100,112,True,2018-11-05 04:02:36,R_2TH7vqi4xtU6XZc,,,,,36.0500946044921875,-83.92259979248046875,anonymous,EN,Yes- I consent,37.696,38.282,41.417,4,3,,,,,,30,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-05 04:26:17,2018-11-05 04:26:33,IP Address,173.73.151.12,100,15,True,2018-11-05 04:26:33,R_2Sw9gETsoCmYzLy,,,,,38.8871002197265625,-77.09320068359375,anonymous,EN,Yes- I consent,,,,,,,,,,,23,Male,,Caucasian,,Maybe,Lean Republican,Yes,3
2018-11-05 04:26:41,2018-11-05 04:27:35,IP Address,69.236.123.123,100,54,True,2018-11-05 04:27:36,R_1EbMlqSCqOIAyeB,,,,,32.6526031494140625,-97.37580108642578125,anonymous,EN,Yes- I consent,31.926,32.714,33.013,2,5,,,,,,24,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-05 04:26:42,2018-11-05 04:27:37,IP Address,75.115.91.218,100,54,True,2018-11-05 04:27:37,R_26lMr20LzX9ijk5,,,,,28.114501953125,-81.6201019287109375,anonymous,EN,Yes- I consent,,,,,,,,,,,39,Male,,Caucasian,,Yes,Somewhere in-between,Yes,3
2018-11-05 04:25:59,2018-11-05 04:27:59,IP Address,65.60.158.37,100,120,True,2018-11-05 04:28:00,R_3poshiOZCSYMFYA,,,,,39.942596435546875,-82.97480010986328125,anonymous,EN,Yes- I consent,44.133,44.133,52.432,1,3,,,,,,65,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-05 04:26:45,2018-11-05 04:28:04,IP Address,73.140.38.58,100,79,True,2018-11-05 04:28:05,R_2AX4rZNtm9zgV8W,,,,,47.62939453125,-117.4040985107421875,anonymous,EN,Yes- I consent,,,,,,54.247,54.247,56.944,1,1,27,Male,,Native American,,Yes,Lean Democrat,Yes,2
2018-11-05 04:26:31,2018-11-05 04:28:06,IP Address,24.169.13.161,100,94,True,2018-11-05 04:28:06,R_1lrxnSPXxHOH37z,,,,,42.668304443359375,-73.7743988037109375,anonymous,EN,Yes- I consent,3.542,70.473,70.932,7,3,,,,,,56,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-05 04:27:39,2018-11-05 04:28:24,IP Address,66.76.213.99,100,45,True,2018-11-05 04:28:25,R_2TOcHyjCYRwIp7k,,,,,37.159698486328125,-94.3112030029296875,anonymous,EN,Yes- I consent,,,,,,,,,,,43,Female,,Caucasian,,No,Lean Republican,No,3
2018-11-05 04:26:48,2018-11-05 04:28:31,IP Address,173.172.27.163,100,102,True,2018-11-05 04:28:31,R_1dKPLRn0yCBIPQD,,,,,32.9521942138671875,-96.66539764404296875,anonymous,EN,Yes- I consent,,,,,,8.867,67.795,69.122,7,1,47,Female,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-05 04:36:02,2018-11-05 04:41:08,IP Address,99.169.67.1,100,305,True,2018-11-05 04:41:08,R_DoxPFQPoqeo1bkB,,,,,26.0160980224609375,-80.151702880859375,anonymous,EN,Yes- I consent,,,,,,,,,,,33,Female,,Black/African,,Yes,Lean Democrat,Yes,3
2018-11-05 04:59:01,2018-11-05 04:59:56,IP Address,71.12.32.205,100,54,True,2018-11-05 04:59:56,R_11WSkurcSB2NCs8,,,,,32.4759063720703125,-97.723297119140625,anonymous,EN,Yes- I consent,30.556,31.138,33.112,2,3,,,,,,41,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-05 05:00:04,2018-11-05 05:00:26,IP Address,141.126.143.151,100,22,True,2018-11-05 05:00:26,R_7TLnoxH7JaElc7D,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,Yes- I consent,,,,,,,,,,,31,Male,,Black/African,,No,Lean Democrat,Yes,3
2018-11-05 04:59:22,2018-11-05 05:00:54,IP Address,71.10.134.167,100,91,True,2018-11-05 05:00:54,R_5vtZLH4akDFUfKh,,,,,43.4241943359375,-86.37400054931640625,anonymous,EN,Yes- I consent,,,,,,59.046,59.046,60.088,1,1,28,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-05 04:59:24,2018-11-05 05:01:27,IP Address,23.226.165.66,100,123,True,2018-11-05 05:01:27,R_1LtCNSZEuGMHJNb,,,,,37.438201904296875,-84.05100250244140625,anonymous,EN,Yes- I consent,,,,,,5.677,80.018,82.163,7,1,32,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-05 05:00:34,2018-11-05 05:02:27,IP Address,24.104.64.110,100,112,True,2018-11-05 05:02:27,R_ekuyz1TQacBqG0V,,,,,42.10699462890625,-72.62039947509765625,anonymous,EN,Yes- I consent,20.098,27.537,29.256,3,3,,,,,,35,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-05 05:02:05,2018-11-05 05:03:23,IP Address,75.110.236.173,100,77,True,2018-11-05 05:03:23,R_1mDCsvG05ztCcTw,,,,,35.5883941650390625,-77.14040374755859375,anonymous,EN,Yes- I consent,,,,,,54.823,54.823,56.3,1,1,54,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-05 05:13:42,2018-11-05 05:14:11,IP Address,173.123.9.126,100,29,True,2018-11-05 05:14:11,R_2s7Hz7ZygHwn7Gr,,,,,30.535400390625,-95.4532012939453125,anonymous,EN,Yes- I consent,,,,,,,,,,,30,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,3
2018-11-05 05:18:03,2018-11-05 05:18:34,IP Address,73.79.166.153,100,30,True,2018-11-05 05:18:34,R_2xXKjBTvs2fkTV1,,,,,40.0751953125,-80.77469635009765625,anonymous,EN,Yes- I consent,,,,,,,,,,,36,Female,,Caucasian,,Yes,Lean Democrat,Yes,3
