StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q25,Q28,Q31,Q34,Q5,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q9,Q11,Q12,Q10,Q1,Condition,Q35_7_TEXT - Topics
2018-10-24 16:07:46,2018-10-24 16:08:38,IP Address,69.59.72.244,100,51,True,2018-10-24 16:08:38,R_sioNYZw4a0tY7bH,,,,,37.4033050537109375,-119.613800048828125,anonymous,EN,Yes- I consent,,,,,93614,63,Female,,Caucasian,,Iced Tea,Maybe,Yes,Somewhere in-between,Yes,5,
2018-10-24 16:05:11,2018-10-24 16:08:58,IP Address,66.41.53.75,100,226,True,2018-10-24 16:08:58,R_AoIsbPXMiryuDLj,,,,,45.1233978271484375,-93.49469757080078125,anonymous,EN,Yes- I consent,,,A Man,,55369,50,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:07:31,2018-10-24 16:09:00,IP Address,66.66.114.211,100,88,True,2018-10-24 16:09:00,R_3m2DnX9562OUH57,,,,,43.23980712890625,-78.2068023681640625,anonymous,EN,Yes- I consent,,,,A man and a woman,14103,41,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:08:36,2018-10-24 16:09:23,IP Address,74.137.60.167,100,47,True,2018-10-24 16:09:24,R_3gNTIXaQTMw6Kzu,,,,,38.36199951171875,-85.88919830322265625,anonymous,EN,Yes- I consent,A Woman,,,,47112,29,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:08:42,2018-10-24 16:09:30,IP Address,75.73.135.166,100,47,True,2018-10-24 16:09:31,R_3phEHk4b4Q2DdLo,,,,,44.779296875,-93.5196990966796875,anonymous,EN,Yes- I consent,,A Woman,,,55379,36,Male,,Caucasian,,Hoppy microbrew,Yes,No,Lean Republican,Yes,2,
2018-10-24 16:08:31,2018-10-24 16:09:31,IP Address,172.72.42.234,100,60,True,2018-10-24 16:09:31,R_CknJmK6Z7zTIDEB,,,,,35.167694091796875,-80.7931976318359375,anonymous,EN,Yes- I consent,,,,A man and a woman,77002,46,Female,,Caucasian,,Water,No,No,Somewhere in-between,No,4,
2018-10-24 16:08:24,2018-10-24 16:09:45,IP Address,73.166.195.158,100,80,True,2018-10-24 16:09:45,R_2atUbQf40LLheVN,,,,,29.7476959228515625,-95.602996826171875,anonymous,EN,Yes- I consent,,,A Man,,77082,25,Female,,Asian,,Water,Yes,No,Somewhere in-between,No,3,
2018-10-24 16:09:02,2018-10-24 16:09:58,IP Address,98.175.106.251,100,55,True,2018-10-24 16:09:58,R_2eXeGm1BcukjIjd,,,,,32.7837982177734375,-117.0178985595703125,anonymous,EN,Yes- I consent,A Woman,,,,92025,35,Male,,Caucasian,,Water,No,No,Lean Democrat,No,1,
2018-10-24 16:07:22,2018-10-24 16:10:05,IP Address,70.190.149.208,100,162,True,2018-10-24 16:10:05,R_3GrdSHwOcjYoGOh,,,,,33.6161041259765625,-111.9456024169921875,anonymous,EN,Yes- I consent,,,A Man,,85023,29,Female,,Caucasian,,Water,Yes,No,Lean Republican,Yes,3,
2018-10-24 16:09:13,2018-10-24 16:10:15,IP Address,174.26.159.227,100,61,True,2018-10-24 16:10:16,R_2dN5qYEv3PaP0Ly,,,,,33.43170166015625,-111.84690093994140625,anonymous,EN,Yes- I consent,,,,,85310,58,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:07:51,2018-10-24 16:10:21,IP Address,107.77.169.5,100,149,True,2018-10-24 16:10:21,R_32WIkjpacGowwKS,,,,,29.699005126953125,-95.5861968994140625,anonymous,EN,Yes- I consent,,A Woman,,,78218,56,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:09:55,2018-10-24 16:10:36,IP Address,173.167.123.185,100,40,True,2018-10-24 16:10:36,R_290wcOIxd0fB2tW,,,,,37.9156036376953125,-122.29850006103515625,anonymous,EN,Yes- I consent,A Woman,,,,94596,35,Male,,"Caucasian,Native American",,Iced Tea,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:09:06,2018-10-24 16:10:45,IP Address,172.58.108.114,100,98,True,2018-10-24 16:10:46,R_WpalRnLU5w14d45,,,,,32.781402587890625,-97.099700927734375,anonymous,EN,Yes- I consent,,,A Man,,76001,43,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:10:12,2018-10-24 16:10:52,IP Address,71.91.133.66,100,39,True,2018-10-24 16:10:52,R_3314JvbvRGbzwY2,,,,,33.4734954833984375,-86.91829681396484375,anonymous,EN,Yes- I consent,,,,A man and a woman,35064,25,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:08:50,2018-10-24 16:10:52,IP Address,73.255.188.100,100,122,True,2018-10-24 16:10:52,R_3D6MqjuoJziRM7e,,,,,27.0478057861328125,-82.24160003662109375,anonymous,EN,Yes- I consent,,,,A man and a woman,34291,30,Male,,Caucasian,,Iced Tea,Yes,No,Lean Republican,Yes,4,
2018-10-24 16:10:23,2018-10-24 16:11:12,IP Address,173.46.67.114,100,48,True,2018-10-24 16:11:12,R_1OlXH7tXUrxr6jV,,,,,37.3386993408203125,-121.8914031982421875,anonymous,EN,Yes- I consent,,A Woman,,,95132,30,Male,,Asian,,Water,Maybe,No,Somewhere in-between,,2,
2018-10-24 16:10:31,2018-10-24 16:11:20,IP Address,76.112.167.128,100,49,True,2018-10-24 16:11:21,R_2TFAl7QlmwYigKP,,,,,42.38720703125,-83.1905975341796875,anonymous,EN,Yes- I consent,,,,,48202,39,Female,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:10:38,2018-10-24 16:11:24,IP Address,75.161.245.144,100,46,True,2018-10-24 16:11:24,R_2WwDrMyKFqJ7K5w,,,,,35.084503173828125,-106.65110015869140625,anonymous,EN,Yes- I consent,,,A Man,,87112,34,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:10:05,2018-10-24 16:11:26,IP Address,45.30.196.161,100,80,True,2018-10-24 16:11:26,R_2QRFDlfeLfFo6xP,,,,,30.221405029296875,-81.557098388671875,anonymous,EN,Yes- I consent,,,,A man and a woman,32224,32,Female,,Other - Please specify,Multiracial,Water,No,No,Somewhere in-between,No,4,Unknown
2018-10-24 16:09:23,2018-10-24 16:11:39,IP Address,71.210.147.130,100,135,True,2018-10-24 16:11:39,R_2ebDC1YJsq7ZM8u,,,,,35.930206298828125,-78.10849761962890625,anonymous,EN,Yes- I consent,,A Woman,,,27856,28,Female,,Caucasian,,Water,Maybe,Yes,Lean Democrat,Yes,2,
2018-10-24 16:10:42,2018-10-24 16:11:40,IP Address,68.117.206.168,100,57,True,2018-10-24 16:11:40,R_3Jr83RIA6yXG1i1,,,,,30.535400390625,-89.45999908447265625,anonymous,EN,Yes- I consent,,,,,39466,56,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:11:05,2018-10-24 16:12:11,IP Address,128.193.154.199,100,65,True,2018-10-24 16:12:11,R_2b16oBHp4cZPmAA,,,,,44.5637969970703125,-123.27790069580078125,anonymous,EN,Yes- I consent,,,,A man and a woman,97352,38,Male,,Caucasian,,Water,Yes,No,Somewhere in-between,No,4,
2018-10-24 16:11:22,2018-10-24 16:12:28,IP Address,50.25.158.121,100,65,True,2018-10-24 16:12:29,R_yWjKVOIShZIt53r,,,,,35.61920166015625,-77.39749908447265625,anonymous,EN,Yes- I consent,,A Woman,,,27834,30,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:10:47,2018-10-24 16:12:48,IP Address,70.166.234.54,100,121,True,2018-10-24 16:12:48,R_2OOo1mKJKnLalv0,,,,,37.7050933837890625,-97.31330108642578125,anonymous,EN,Yes- I consent,A Woman,,,,77099,29,Female,,Black/African,,Water,Maybe,Yes,Lean Democrat,Yes,1,
2018-10-24 16:11:23,2018-10-24 16:13:00,IP Address,65.24.172.90,100,96,True,2018-10-24 16:13:00,R_3lLjaBxroahQGkj,,,,,41.398895263671875,-83.653900146484375,anonymous,EN,Yes- I consent,,,A Man,,43402,37,Male,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,3,
2018-10-24 16:12:16,2018-10-24 16:13:02,IP Address,199.45.12.131,100,45,True,2018-10-24 16:13:02,R_5yC2GHq3QM756et,,,,,44.976104736328125,-93.2718963623046875,anonymous,EN,Yes- I consent,,,,,55413,31,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:12:12,2018-10-24 16:13:10,IP Address,184.15.92.65,100,57,True,2018-10-24 16:13:10,R_ue4jno0nA4lIIjD,,,,,38.4199981689453125,-81.7555999755859375,anonymous,EN,Yes- I consent,A Woman,,,,25064,26,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:11:38,2018-10-24 16:13:14,IP Address,67.210.46.233,100,95,True,2018-10-24 16:13:14,R_10rtVss2qHKyzjR,,,,,41.235595703125,-74.48850250244140625,anonymous,EN,Yes- I consent,,,A Man,,07418,23,Female,,Caucasian,,Water,Yes,No,Lean Republican,Yes,3,
2018-10-24 16:12:18,2018-10-24 16:13:17,IP Address,216.106.39.5,100,58,True,2018-10-24 16:13:17,R_d3WS03sGo7xtt2F,,,,,38.54620361328125,-92.152496337890625,anonymous,EN,Yes- I consent,A Woman,,,,65101,42,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:12:27,2018-10-24 16:13:23,IP Address,75.97.138.217,100,56,True,2018-10-24 16:13:23,R_2CQGscrchF88gdP,,,,,41.228302001953125,-75.7935028076171875,anonymous,EN,Yes- I consent,,,,A man and a woman,18702,26,Female,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,4,
2018-10-24 16:12:28,2018-10-24 16:13:30,IP Address,73.130.15.143,100,62,True,2018-10-24 16:13:31,R_1NkyzEF7V5K5mxC,,,,,40.0653076171875,-76.68540191650390625,anonymous,EN,Yes- I consent,,A Woman,,,17345,27,Female,,Other - Please specify,mixed,Water,Maybe,Yes,Lean Democrat,Yes,2,Unknown
2018-10-24 16:12:47,2018-10-24 16:13:38,IP Address,73.170.162.176,100,50,True,2018-10-24 16:13:38,R_Aj04Tq0QfhAWhkR,,,,,37.5308074951171875,-121.97119903564453125,anonymous,EN,Yes- I consent,,,,A man and a woman,94538,21,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:13:07,2018-10-24 16:13:42,IP Address,74.209.36.43,100,35,True,2018-10-24 16:13:42,R_x8SPTHJRwB5ykkp,,,,,30.4394073486328125,-85.0619964599609375,anonymous,EN,Yes- I consent,,,,,32334,33,Male,,Caucasian,,Coors Light,Maybe,Yes,Lean Democrat,Yes,5,
2018-10-24 16:13:09,2018-10-24 16:13:52,IP Address,75.16.195.14,100,43,True,2018-10-24 16:13:52,R_2rjBHRnc0Uvn96x,,,,,34.4853057861328125,-97.852203369140625,anonymous,EN,Yes- I consent,,,A Man,,73025,28,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 16:13:37,2018-10-24 16:14:22,IP Address,64.31.113.138,100,45,True,2018-10-24 16:14:22,R_eLkJC1SIrUNIsqR,,,,,33.8419036865234375,-117.60430145263671875,anonymous,EN,Yes- I consent,,A Woman,,,92882,24,Male,,"Black/African,Native American,Other - Please specify",Latino,Water,Yes,Yes,Somewhere in-between,Yes,2,Unknown
2018-10-24 16:13:01,2018-10-24 16:14:33,IP Address,71.176.38.17,100,91,True,2018-10-24 16:14:33,R_1DZiMgEl9a31UxE,,,,,36.7978057861328125,-76.1759033203125,anonymous,EN,Yes- I consent,,A Woman,,,23464,26,Female,,Caucasian,,Iced Tea,Maybe,Yes,Lean Republican,Yes,2,
2018-10-24 16:14:18,2018-10-24 16:14:51,IP Address,171.159.64.10,100,33,True,2018-10-24 16:14:52,R_2AKDgliKTGEvoHv,,,,,38.0032958984375,-122.03179931640625,anonymous,EN,Yes- I consent,,,,,94518,37,Male,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:13:54,2018-10-24 16:14:52,IP Address,96.241.160.163,100,58,True,2018-10-24 16:14:52,R_3prrYnposuQOjLg,,,,,38.992706298828125,-76.7382965087890625,anonymous,EN,Yes- I consent,,,,,20716,49,Male,,Black/African,,Iced Tea,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:13:51,2018-10-24 16:15:00,IP Address,216.164.255.42,100,69,True,2018-10-24 16:15:01,R_3PTr4i0qezVQdJx,,,,,40.6067962646484375,-75.4781036376953125,anonymous,EN,Yes- I consent,A Woman,,,,18052,33,Male,,Asian,,Water,Maybe,No,Somewhere in-between,,1,
2018-10-24 16:13:01,2018-10-24 16:15:02,IP Address,172.75.176.90,100,120,True,2018-10-24 16:15:02,R_31GmGr5AG3AMsFK,,,,,33.9949951171875,-81.08879852294921875,anonymous,EN,Yes- I consent,A Woman,,,,29033,48,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:14:28,2018-10-24 16:15:11,IP Address,76.174.155.42,100,42,True,2018-10-24 16:15:11,R_1mPeZ5dvfd0ODDB,,,,,34.15679931640625,-118.523101806640625,anonymous,EN,Yes- I consent,A Woman,,,,91406,28,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:14:18,2018-10-24 16:15:11,IP Address,75.113.101.60,100,53,True,2018-10-24 16:15:12,R_33jKDxDYLnuAF7j,,,,,35.1322021484375,-118.449005126953125,anonymous,EN,Yes- I consent,,,,A man and a woman,00000,35,Male,,Prefer not to answer,,Water,No,No,Lean Democrat,No,4,
2018-10-24 16:13:39,2018-10-24 16:15:12,IP Address,72.129.153.70,100,92,True,2018-10-24 16:15:12,R_ZrRwdpZirITVblT,,,,,44.49139404296875,-87.92669677734375,anonymous,EN,Yes- I consent,,,,A man and a woman,54302,60,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:13:58,2018-10-24 16:15:14,IP Address,174.20.121.37,100,76,True,2018-10-24 16:15:14,R_OkVAhg4JePtLr45,,,,,45.0735931396484375,-93.13800048828125,anonymous,EN,Yes- I consent,,,A Man,,55125,52,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:14:16,2018-10-24 16:15:25,IP Address,70.174.108.203,100,69,True,2018-10-24 16:15:26,R_1oo82eC30AaTLXI,,,,,37.11700439453125,-76.51349639892578125,anonymous,EN,Yes- I consent,A Woman,,,,23602,23,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:14:54,2018-10-24 16:15:29,IP Address,73.219.193.113,100,34,True,2018-10-24 16:15:29,R_1QyClG42VkbjldX,,,,,42.3495941162109375,-71.0746002197265625,anonymous,EN,Yes- I consent,,,,,02114,25,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:14:45,2018-10-24 16:15:34,IP Address,47.203.35.153,100,48,True,2018-10-24 16:15:34,R_1rfsxfo9QvwR8S7,,,,,27.962493896484375,-82.489501953125,anonymous,EN,Yes- I consent,,,A Man,,33607,33,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:13:56,2018-10-24 16:15:34,IP Address,73.244.65.59,100,97,True,2018-10-24 16:15:35,R_5bctmLz6NjkfBlf,,,,,25.9286041259765625,-80.1829986572265625,anonymous,EN,Yes- I consent,,A Woman,,,33133,33,Female,,Prefer not to answer,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:14:50,2018-10-24 16:15:46,IP Address,32.214.224.208,100,56,True,2018-10-24 16:15:47,R_5oOEYJuDATJ93ln,,,,,41.5511016845703125,-73.0644989013671875,anonymous,EN,Yes- I consent,,,A Man,,06708,27,Male,,Caucasian,,Water,Maybe,Yes,Lean Republican,Yes,3,
2018-10-24 16:15:00,2018-10-24 16:16:06,IP Address,69.5.137.235,100,66,True,2018-10-24 16:16:06,R_3M3bK88KIeAs0Hw,,,,,42.0485992431640625,-93.6945037841796875,anonymous,EN,Yes- I consent,,,,A man and a woman,50014,40,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:15:47,2018-10-24 16:16:39,IP Address,23.124.48.22,100,52,True,2018-10-24 16:16:40,R_0wyM9xm7RDgDlTj,,,,,42.66259765625,-83.1837005615234375,anonymous,EN,Yes- I consent,,A Woman,,,48309,42,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:15:42,2018-10-24 16:16:47,IP Address,98.239.174.73,100,64,True,2018-10-24 16:16:47,R_3s5mUOqf7NCNwuI,,,,,41.1172027587890625,-78.68609619140625,anonymous,EN,Yes- I consent,,A Woman,,,15865,50,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:16:07,2018-10-24 16:17:06,IP Address,172.58.102.145,100,58,True,2018-10-24 16:17:06,R_2xD9wQcAXBWFQSW,,,,,29.698394775390625,-95.540496826171875,anonymous,EN,Yes- I consent,,,,,78201,39,Non-binary/ third gender,,Caucasian,,Hoppy microbrew,Maybe,No,Lean Democrat,Yes,5,
2018-10-24 16:16:22,2018-10-24 16:17:19,IP Address,162.194.38.91,100,56,True,2018-10-24 16:17:19,R_3KTOdsdjDqK2Uev,,,,,33.5218963623046875,-86.7666015625,anonymous,EN,Yes- I consent,,,,A man and a woman,35212,42,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:16:29,2018-10-24 16:17:24,IP Address,67.11.105.235,100,55,True,2018-10-24 16:17:24,R_2Y3VYoFKKADNAIr,,,,,29.702606201171875,-98.47589874267578125,anonymous,EN,Yes- I consent,A Woman,,,,78260,42,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:16:34,2018-10-24 16:17:34,IP Address,73.130.18.124,100,60,True,2018-10-24 16:17:34,R_1n0GRKXo3DNLL92,,,,,40.3112945556640625,-76.0345001220703125,anonymous,EN,Yes- I consent,,,A Man,,19611,34,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 16:16:52,2018-10-24 16:17:53,IP Address,71.183.97.101,100,60,True,2018-10-24 16:17:53,R_3sAqWSFRG6ArmBQ,,,,,40.7252044677734375,-73.98020172119140625,anonymous,EN,Yes- I consent,,,A Man,,10022,32,Male,,Asian,,Water,Maybe,No,Lean Democrat,,3,
2018-10-24 16:16:58,2018-10-24 16:17:56,IP Address,73.15.180.81,100,57,True,2018-10-24 16:17:56,R_OkY729lIlX50sbn,,,,,37.993896484375,-121.80889892578125,anonymous,EN,Yes- I consent,,,,,94509,50,Male,,"Black/African,Caucasian",,Iced Tea,No,Yes,Somewhere in-between,Yes,5,
2018-10-24 16:17:15,2018-10-24 16:17:59,IP Address,96.241.75.169,100,44,True,2018-10-24 16:18:00,R_5mXpEdw5TGxyyR3,,,,,38.8975982666015625,-77.5092010498046875,anonymous,EN,Yes- I consent,A Woman,,,,20105,35,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:14:40,2018-10-24 16:18:00,IP Address,73.219.85.190,100,200,True,2018-10-24 16:18:01,R_tPyZ17HHgGg4ZKF,,,,,42.3159027099609375,-71.05590057373046875,anonymous,EN,Yes- I consent,,,,A man and a woman,02119,28,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:17:13,2018-10-24 16:18:06,IP Address,143.59.57.6,100,52,True,2018-10-24 16:18:06,R_eDM5acv3OfdXBrH,,,,,33.369598388671875,-84.81939697265625,anonymous,EN,Yes- I consent,,,A Man,,30263,32,Male,,Caucasian,,Hoppy microbrew,No,No,Lean Democrat,No,3,
2018-10-24 16:17:32,2018-10-24 16:18:20,IP Address,98.214.43.100,100,47,True,2018-10-24 16:18:20,R_2wBq0iohQJPqZTo,,,,,39.930694580078125,-91.3762969970703125,anonymous,EN,Yes- I consent,,,,,62301,27,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:16:11,2018-10-24 16:18:37,IP Address,8.21.74.151,100,145,True,2018-10-24 16:18:37,R_Q5tvssJnoIDy2sN,,,,,39.641204833984375,-119.694000244140625,anonymous,EN,Yes- I consent,,A Woman,,,89440,48,Female,,"Asian,Caucasian",,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:17:11,2018-10-24 16:18:41,IP Address,100.0.50.13,100,89,True,2018-10-24 16:18:41,R_2CqPX3hqEevmW5F,,,,,42.5009002685546875,-71.0684967041015625,anonymous,EN,Yes- I consent,,,,A man and a woman,02180,31,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:17:05,2018-10-24 16:19:36,IP Address,75.39.85.140,100,150,True,2018-10-24 16:19:36,R_2wgJoo8pLZhb88K,,,,,41.3675994873046875,-81.8618011474609375,anonymous,EN,Yes- I consent,,,,,44140,33,Male,,Black/African,,Hoppy microbrew,Maybe,Yes,Lean Republican,,5,
2018-10-24 16:17:29,2018-10-24 16:19:36,IP Address,97.106.237.193,100,126,True,2018-10-24 16:19:37,R_2VQKrAZ4EikwpxH,,,,,27.8632965087890625,-82.3498992919921875,anonymous,EN,Yes- I consent,A Woman,,,,32404,26,Female,,Caucasian,,Water,No,No,Somewhere in-between,Yes,1,
2018-10-24 16:18:48,2018-10-24 16:19:49,IP Address,104.235.96.198,100,61,True,2018-10-24 16:19:50,R_A7OMNWRDOIwn2Dv,,,,,42.0106048583984375,-88.6670989990234375,anonymous,EN,Yes- I consent,,A Woman,,,61283,47,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:18:57,2018-10-24 16:19:52,IP Address,24.254.123.81,100,55,True,2018-10-24 16:19:53,R_2zvdkHSN7NXWl9Z,,,,,30.3737030029296875,-87.31259918212890625,anonymous,EN,Yes- I consent,A Woman,,,,32507,56,Female,,Caucasian,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:19:23,2018-10-24 16:19:59,IP Address,104.173.43.96,100,35,True,2018-10-24 16:19:59,R_1cTYDR1ygVyRhrS,,,,,33.6425018310546875,-116.835601806640625,anonymous,EN,Yes- I consent,,A Woman,,,92557,25,Female,,Caucasian,,Coors Light,Maybe,Yes,Lean Democrat,Yes,2,
2018-10-24 16:19:34,2018-10-24 16:20:11,IP Address,107.184.168.185,100,36,True,2018-10-24 16:20:11,R_3EQLRS8qk3lZgwy,,,,,33.6748046875,-117.908905029296875,anonymous,EN,Yes- I consent,,A Woman,,,92626,27,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:19:29,2018-10-24 16:20:19,IP Address,74.140.78.162,100,49,True,2018-10-24 16:20:19,R_3lzF0knk2aaZpFH,,,,,39.3177947998046875,-82.10199737548828125,anonymous,EN,Yes- I consent,,,,A man and a woman,45701,25,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:19:36,2018-10-24 16:20:30,IP Address,71.63.236.177,100,53,True,2018-10-24 16:20:30,R_2VfKYAy7PwQ1B2u,,,,,45.33770751953125,-122.56999969482421875,anonymous,EN,Yes- I consent,,,A Man,,97045,41,Female,,Caucasian,,Water,Maybe,Yes,Somewhere in-between,Yes,3,
2018-10-24 16:19:22,2018-10-24 16:20:46,IP Address,174.86.155.219,100,84,True,2018-10-24 16:20:47,R_1GxkAlKdoWHRDXd,,,,,38.5717926025390625,-89.89569854736328125,anonymous,EN,Yes- I consent,,,,,62269,34,Female,,Black/African,,Water,Yes,Yes,Somewhere in-between,Yes,5,
2018-10-24 16:18:44,2018-10-24 16:20:54,IP Address,173.168.129.195,100,129,True,2018-10-24 16:20:55,R_yC43AVr4o97cVHz,,,,,27.7362060546875,-82.669097900390625,anonymous,EN,Yes- I consent,,,A Man,,33612,33,Female,,Black/African,,Water,No,No,Somewhere in-between,No,3,
2018-10-24 16:20:12,2018-10-24 16:21:10,IP Address,174.65.16.219,100,58,True,2018-10-24 16:21:11,R_2978X3snN6im8Jw,,,,,32.7169952392578125,-116.9949951171875,anonymous,EN,Yes- I consent,A Woman,,,,91977,35,Female,,Caucasian,,Iced Tea,No,No,Lean Democrat,No,1,
2018-10-24 16:20:27,2018-10-24 16:21:52,IP Address,71.71.213.164,100,84,True,2018-10-24 16:21:53,R_3FdsBinP9kCqIk9,,,,,35.220001220703125,-80.7881011962890625,anonymous,EN,Yes- I consent,,,,,28205,28,Female,,Other - Please specify,mixed race,Iced Tea,Yes,No,Lean Democrat,Yes,5,Unknown
2018-10-24 16:21:16,2018-10-24 16:22:02,IP Address,130.212.18.87,100,46,True,2018-10-24 16:22:02,R_2cdPXrZRPGaiJlU,,,,,37.7230072021484375,-122.48419952392578125,anonymous,EN,Yes- I consent,,,A Man,,95037,40,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:21:23,2018-10-24 16:22:07,IP Address,67.208.97.210,100,44,True,2018-10-24 16:22:08,R_1jJqAqGEMiXA0Ll,,,,,45.5269927978515625,-122.685394287109375,anonymous,EN,Yes- I consent,A Woman,,,,97030,31,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:20:23,2018-10-24 16:22:23,IP Address,66.30.72.150,100,119,True,2018-10-24 16:22:24,R_1lmn75KjMFpxiy9,,,,,42.25860595703125,-72.57520294189453125,anonymous,EN,Yes- I consent,,,,A man and a woman,01040,44,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:21:45,2018-10-24 16:22:37,IP Address,99.203.64.92,100,51,True,2018-10-24 16:22:37,R_10UE258PAGweWsC,,,,,42.2422027587890625,-83.18070220947265625,anonymous,EN,Yes- I consent,,A Woman,,,45459,29,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:22:19,2018-10-24 16:22:47,IP Address,98.159.19.92,100,27,True,2018-10-24 16:22:47,R_1rksbBrPNlBaLTK,,,,,35.354095458984375,-89.8957977294921875,anonymous,EN,Yes- I consent,,,,,38053,43,Female,,Caucasian,,Iced Tea,Maybe,No,Lean Republican,No,5,
2018-10-24 15:59:38,2018-10-24 16:22:47,IP Address,73.110.42.37,100,1389,True,2018-10-24 16:22:47,R_CZzR7a7S4bg407L,,,,,41.8927001953125,-87.94100189208984375,anonymous,EN,Yes- I consent,,,,A man and a woman,60130,35,Male,,Black/African,,Hoppy microbrew,Maybe,No,Lean Republican,Yes,4,
2018-10-24 16:22:16,2018-10-24 16:23:29,IP Address,73.111.187.57,100,73,True,2018-10-24 16:23:30,R_Y30w8qms09UjTEd,,,,,41.9178009033203125,-88.13700103759765625,anonymous,EN,Yes- I consent,A Woman,,,,60188,68,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
