StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q11,Q10,Q1,Condition
2018-11-01 13:33:23,2018-11-01 13:34:04,IP Address,73.96.104.139,100,40,True,2018-11-01 13:34:04,R_D1B04eFvzd0FSBX,,,,,45.5287017822265625,-122.63629913330078125,anonymous,EN,Yes- I consent,,,,,,30,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:30:14,2018-11-01 13:34:09,IP Address,76.220.76.169,100,234,True,2018-11-01 13:34:10,R_OkA0aub7baJQ2pr,,,,,38.0030975341796875,-121.91719818115234375,anonymous,EN,Yes- I consent,41.282,41.282,42.884,1,3,51,Male,,Asian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:33:28,2018-11-01 13:34:20,IP Address,50.81.178.92,100,52,True,2018-11-01 13:34:21,R_3pbw4uKdBN4kR8T,,,,,32.536895751953125,-84.927398681640625,anonymous,EN,Yes- I consent,,,,,,27,Male,,Black/African,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:32:10,2018-11-01 13:34:30,IP Address,173.81.116.50,100,140,True,2018-11-01 13:34:30,R_308KiXuJMgPmrlI,,,,,38.34979248046875,-81.632598876953125,anonymous,EN,Yes- I consent,47.13,47.13,91.276,1,3,43,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:34:01,2018-11-01 13:34:34,IP Address,174.197.24.2,100,33,True,2018-11-01 13:34:34,R_3FQllJ7eXFMWGd0,,,,,42.2342987060546875,-88.30680084228515625,anonymous,EN,Yes- I consent,,,,,,39,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:32:30,2018-11-01 13:34:40,IP Address,71.84.233.244,100,129,True,2018-11-01 13:34:40,R_8vJnpjYcVIhNkIx,,,,,34.0657958984375,-118.085296630859375,anonymous,EN,Yes- I consent,,,,,,41,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:33:13,2018-11-01 13:34:48,IP Address,76.218.210.249,100,94,True,2018-11-01 13:34:48,R_31z8KsmzPa3RvDE,,,,,37.7194976806640625,-122.44110107421875,anonymous,EN,Yes- I consent,,,,,,21,Female,,Asian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:34:25,2018-11-01 13:34:49,IP Address,170.12.232.250,100,23,True,2018-11-01 13:34:49,R_2AHKCzdblc8eET1,,,,,27.8737945556640625,-82.6399993896484375,anonymous,EN,Yes- I consent,,,,,,37,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:33:30,2018-11-01 13:34:52,IP Address,24.0.80.81,100,82,True,2018-11-01 13:34:52,R_3CCSrIATtZF28OB,,,,,39.9871978759765625,-74.16010284423828125,anonymous,EN,Yes- I consent,2.491,43.961,44.959,6,3,26,Female,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:33:32,2018-11-01 13:34:54,IP Address,156.145.1.17,100,81,True,2018-11-01 13:34:54,R_cTnKAeNDt74QG53,,,,,40.98779296875,-73.86299896240234375,anonymous,EN,Yes- I consent,59.532,59.532,60.431,1,3,29,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,1
2018-11-01 13:33:53,2018-11-01 13:34:58,IP Address,136.63.108.120,100,65,True,2018-11-01 13:34:58,R_1gRA9x0pPiowchi,,,,,39.0565032958984375,-94.59290313720703125,anonymous,EN,Yes- I consent,39.419,39.419,40.596,1,3,45,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:32:42,2018-11-01 13:34:58,IP Address,73.153.52.95,100,136,True,2018-11-01 13:34:59,R_1Ovu6y5K0cUyiZb,,,,,39.825897216796875,-104.9113006591796875,anonymous,EN,Yes- I consent,6.901,66.009,67.215,6,3,25,Female,,Black/African,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:33:28,2018-11-01 13:34:59,IP Address,170.140.213.76,100,91,True,2018-11-01 13:34:59,R_3kIkggcpuZV6nTE,,,,,33.795196533203125,-84.324798583984375,anonymous,EN,Yes- I consent,56.559,56.559,68.869,1,3,41,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:34:29,2018-11-01 13:35:01,IP Address,192.110.200.50,100,31,True,2018-11-01 13:35:01,R_cGfhf0p4U7y1fNf,,,,,42.7295989990234375,-94.67369842529296875,anonymous,EN,Yes- I consent,,,,,,33,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:32:23,2018-11-01 13:35:04,IP Address,73.144.24.143,100,160,True,2018-11-01 13:35:04,R_2382FskLEnGz0OE,,,,,42.3376007080078125,-83.125396728515625,anonymous,EN,Yes- I consent,55.754,55.754,58.084,1,3,31,Male,,Black/African,,No,Lean Democrat,Yes,1
2018-11-01 13:34:24,2018-11-01 13:35:11,IP Address,174.192.14.118,100,47,True,2018-11-01 13:35:11,R_1FmKJ0O6Ys3bWyh,,,,,42.7949981689453125,-71.2256011962890625,anonymous,EN,Yes- I consent,,,,,,40,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:34:09,2018-11-01 13:35:22,IP Address,69.85.214.226,100,72,True,2018-11-01 13:35:22,R_3HpQToYKEoNoDCz,,,,,30.4156036376953125,-84.1869964599609375,anonymous,EN,Yes- I consent,47.492,47.492,48.492,1,3,42,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:34:10,2018-11-01 13:35:30,IP Address,69.29.110.131,100,79,True,2018-11-01 13:35:30,R_2ZTACBvvcyspcd8,,,,,30.6923980712890625,-92.2736968994140625,anonymous,EN,Yes- I consent,29.688,29.688,58.631,1,3,30,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:33:55,2018-11-01 13:35:33,IP Address,162.194.76.35,100,97,True,2018-11-01 13:35:33,R_1PcoHagKMQGX2Dm,,,,,42.2422027587890625,-83.18070220947265625,anonymous,EN,Yes- I consent,9.819,53.896,55.438,2,3,27,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:30:17,2018-11-01 13:35:33,IP Address,199.116.174.105,100,315,True,2018-11-01 13:35:33,R_bgrpN9lqsvyGgpz,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,Yes- I consent,275.27,275.27,291.389,1,3,34,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:34:54,2018-11-01 13:35:37,IP Address,207.144.188.146,100,42,True,2018-11-01 13:35:37,R_1i3bMdssABk51ZG,,,,,34.0247039794921875,-80.9532012939453125,anonymous,EN,Yes- I consent,,,,,,52,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:33:09,2018-11-01 13:35:40,IP Address,207.255.249.68,100,150,True,2018-11-01 13:35:40,R_xt1h1vEfFXJu5Fv,,,,,40.9217987060546875,-77.05049896240234375,anonymous,EN,Yes- I consent,99.484,99.484,103.77,1,3,61,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:35:14,2018-11-01 13:36:05,IP Address,47.215.24.169,100,51,True,2018-11-01 13:36:05,R_2PB6t93PkTmt9sL,,,,,40.33160400390625,-94.8759002685546875,anonymous,EN,Yes- I consent,,,,,,52,Female,,Caucasian,,Maybe,Lean Republican,Yes,2
2018-11-01 13:35:11,2018-11-01 13:36:07,IP Address,206.255.0.117,100,55,True,2018-11-01 13:36:07,R_DvLspSUIUDvWPdL,,,,,32.5128936767578125,-94.79540252685546875,anonymous,EN,Yes- I consent,,,,,,27,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:35:00,2018-11-01 13:36:17,IP Address,172.58.41.8,100,76,True,2018-11-01 13:36:17,R_3GkZcQPjNk7dg3P,,,,,47.4485015869140625,-122.28099822998046875,anonymous,EN,Yes- I consent,6.867,45.836,46.542,9,3,31,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:34:41,2018-11-01 13:36:19,IP Address,205.173.105.220,100,98,True,2018-11-01 13:36:20,R_2c61iZetaVAeo4y,,,,,33.8878936767578125,-84.290496826171875,anonymous,EN,Yes- I consent,67.438,70.941,71.611,3,3,30,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:35:19,2018-11-01 13:36:27,IP Address,206.248.239.250,100,67,True,2018-11-01 13:36:27,R_1eshzOM1t3XRWq2,,,,,37.9626007080078125,-78.84100341796875,anonymous,EN,Yes- I consent,39.369,41.886,42.456,3,3,41,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:36:17,2018-11-01 13:36:40,IP Address,67.133.97.99,100,23,True,2018-11-01 13:36:41,R_21vqDG6jPw6DiWb,,,,,39.7339935302734375,-105.02590179443359375,anonymous,EN,Yes- I consent,,,,,,31,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:35:44,2018-11-01 13:36:52,IP Address,72.47.75.251,100,68,True,2018-11-01 13:36:52,R_PYBPWyTd8JiayOd,,,,,35.8329925537109375,-90.696502685546875,anonymous,EN,Yes- I consent,40.542,44.196,45.019,2,3,34,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:36:14,2018-11-01 13:36:59,IP Address,73.228.127.163,100,45,True,2018-11-01 13:37:00,R_UT8DjIgiObOdDAR,,,,,40.4647064208984375,-111.63320159912109375,anonymous,EN,Yes- I consent,,,,,,23,Female,,Caucasian,,No,Lean Democrat,No,2
2018-11-01 13:36:09,2018-11-01 13:37:01,IP Address,66.38.28.100,100,52,True,2018-11-01 13:37:02,R_3iyiRQ79U1Lm4n9,,,,,36.695098876953125,-86.85939788818359375,anonymous,EN,Yes- I consent,,,,,,66,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:35:52,2018-11-01 13:37:03,IP Address,64.63.136.18,100,70,True,2018-11-01 13:37:03,R_2adEj4gUcjaa0ed,,,,,26.27850341796875,-80.11679840087890625,anonymous,EN,Yes- I consent,29.363,29.363,45.479,1,3,41,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-01 13:36:34,2018-11-01 13:37:14,IP Address,75.68.247.158,100,39,True,2018-11-01 13:37:14,R_RDiJZQ3Aa33ky4N,,,,,43.8972930908203125,-69.97789764404296875,anonymous,EN,Yes- I consent,,,,,,32,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:37:47,2018-11-01 13:38:08,IP Address,24.146.131.64,100,21,True,2018-11-01 13:38:09,R_3Pc4Hmbo3QF1ZgQ,,,,,40.94610595703125,-73.8668975830078125,anonymous,EN,Yes- I consent,,,,,,31,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:37:37,2018-11-01 13:38:11,IP Address,74.95.93.137,100,34,True,2018-11-01 13:38:11,R_YY7BMKxKKtwieIN,,,,,39.264495849609375,-76.62239837646484375,anonymous,EN,Yes- I consent,,,,,,36,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:35:18,2018-11-01 13:38:13,IP Address,66.27.186.62,100,175,True,2018-11-01 13:38:14,R_3ndfX4zDadbITP2,,,,,34.1558990478515625,-116.431304931640625,anonymous,EN,Yes- I consent,65.501,65.501,72.828,1,3,50,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:37:27,2018-11-01 13:38:43,IP Address,24.95.184.162,100,75,True,2018-11-01 13:38:43,R_3248rJ8gWPoZPD3,,,,,38.4795074462890625,-82.6602020263671875,anonymous,EN,Yes- I consent,41.325,41.325,42.9,1,3,34,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:37:46,2018-11-01 13:38:49,IP Address,47.156.22.137,100,63,True,2018-11-01 13:38:49,R_1rpoEI5PMfanQZc,,,,,34.28460693359375,-118.4398956298828125,anonymous,EN,Yes- I consent,,,,,,29,Female,,Other - Please specify,"HISPANIC/SPANISH ",Maybe,Lean Democrat,Yes,2
2018-11-01 13:37:49,2018-11-01 13:38:53,IP Address,216.249.144.81,100,64,True,2018-11-01 13:38:53,R_STwnosdXScnEwG5,,,,,36.609893798828125,-88.30319976806640625,anonymous,EN,Yes- I consent,29.95,29.95,37.638,1,5,33,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:37:53,2018-11-01 13:39:09,IP Address,66.244.80.125,100,75,True,2018-11-01 13:39:09,R_1IY35Agoc8zZj22,,,,,39.140106201171875,-86.50830078125,anonymous,EN,Yes- I consent,38.044,44.245,45.359,2,3,23,Female,,"Black/African,Caucasian",,No,Lean Democrat,,1
2018-11-01 13:39:28,2018-11-01 13:39:46,IP Address,24.13.174.184,100,17,True,2018-11-01 13:39:46,R_A6zQrGeKaDOtTI5,,,,,41.887603759765625,-87.63680267333984375,anonymous,EN,Yes- I consent,,,,,,24,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:38:56,2018-11-01 13:39:52,IP Address,165.219.245.62,100,55,True,2018-11-01 13:39:52,R_OOjZzPSGz4wuhjP,,,,,43.1945953369140625,-89.2024993896484375,anonymous,EN,Yes- I consent,20.762,20.762,37.962,1,3,37,Male,,Caucasian,,No,Lean Republican,No,1
2018-11-01 13:39:57,2018-11-01 13:40:24,IP Address,72.90.179.123,100,26,True,2018-11-01 13:40:24,R_33E9nj94fEak5ej,,,,,40.7904052734375,-74.02459716796875,anonymous,EN,Yes- I consent,,,,,,27,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:39:11,2018-11-01 13:40:30,IP Address,107.77.253.3,100,78,True,2018-11-01 13:40:30,R_2P5wBcAcKu100nQ,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,Yes- I consent,,,,,,32,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:40:07,2018-11-01 13:40:40,IP Address,206.248.17.202,100,32,True,2018-11-01 13:40:40,R_30dCLtinCo3C6BB,,,,,37.2908935546875,-98.01799774169921875,anonymous,EN,Yes- I consent,,,,,,49,Male,,Caucasian,,No,Lean Democrat,No,2
2018-11-01 13:37:29,2018-11-01 13:40:46,IP Address,50.82.50.247,100,196,True,2018-11-01 13:40:46,R_1r0xeT86OqMqMtC,,,,,42.065704345703125,-93.69280242919921875,anonymous,EN,Yes- I consent,44.543,44.543,46.215,1,3,31,Female,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:39:53,2018-11-01 13:40:57,IP Address,96.231.32.39,100,64,True,2018-11-01 13:40:58,R_2SuIs2d3pBW4tSr,,,,,39.045501708984375,-76.92420196533203125,anonymous,EN,Yes- I consent,,,,,,31,Female,,Asian,,Maybe,Lean Democrat,No,2
2018-11-01 13:39:17,2018-11-01 13:41:02,IP Address,132.239.85.116,100,105,True,2018-11-01 13:41:02,R_3QMj3gS2ptzCZz4,,,,,32.8473052978515625,-117.274200439453125,anonymous,EN,Yes- I consent,54.599,54.599,68.037,1,3,31,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:36:32,2018-11-01 13:41:08,IP Address,209.50.139.253,100,275,True,2018-11-01 13:41:08,R_2w78Ta6gIXmvqDf,,,,,40.9008026123046875,-75.11150360107421875,anonymous,EN,Yes- I consent,35.08,35.08,36.329,1,3,40,Male,,Caucasian,,Maybe,Lean Democrat,Yes,1
2018-11-01 13:39:19,2018-11-01 13:41:08,IP Address,76.243.113.111,100,108,True,2018-11-01 13:41:09,R_1ptJP0YLWPqE5Qj,,,,,41.588897705078125,-81.5453033447265625,anonymous,EN,Yes- I consent,51.026,51.026,59.787,1,3,22,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:40:40,2018-11-01 13:41:11,IP Address,68.59.23.65,100,31,True,2018-11-01 13:41:11,R_21HhIeBk3SFx3kG,,,,,42.3755950927734375,-83.10849761962890625,anonymous,EN,Yes- I consent,,,,,,33,Female,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-01 13:39:47,2018-11-01 13:41:23,IP Address,68.37.57.254,100,96,True,2018-11-01 13:41:23,R_3mleBQ1WmdzTl7e,,,,,42.6710968017578125,-82.9994964599609375,anonymous,EN,Yes- I consent,14.938,52.664,54.891,3,3,49,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:40:54,2018-11-01 13:41:24,IP Address,73.47.58.182,100,30,True,2018-11-01 13:41:25,R_1GCcpaA7Poeka2v,,,,,42.3347015380859375,-71.03749847412109375,anonymous,EN,Yes- I consent,,,,,,26,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:40:57,2018-11-01 13:41:26,IP Address,24.229.183.111,100,29,True,2018-11-01 13:41:26,R_2zdN3LSE2lcS3b8,,,,,40.699798583984375,-75.487396240234375,anonymous,EN,Yes- I consent,,,,,,31,Male,,Asian,,Maybe,Somewhere in-between,No,2
2018-11-01 13:40:12,2018-11-01 13:41:30,IP Address,24.61.239.239,100,77,True,2018-11-01 13:41:30,R_2OPSeSbtrOfBACX,,,,,42.2617950439453125,-72.25830078125,anonymous,EN,Yes- I consent,21.988,34.523,46.203,2,3,43,Male,,Caucasian,,Maybe,Lean Democrat,Yes,1
2018-11-01 13:41:17,2018-11-01 13:41:38,IP Address,108.5.233.30,100,21,True,2018-11-01 13:41:39,R_sYUIroCxQxbyuwF,,,,,40.72210693359375,-74.04689788818359375,anonymous,EN,Yes- I consent,,,,,,27,Male,,Caucasian,,No,Somewhere in-between,No,2
2018-11-01 13:39:58,2018-11-01 13:41:46,IP Address,74.78.76.43,100,108,True,2018-11-01 13:41:46,R_2ARa9Yfsq8c4S7d,,,,,44.6551971435546875,-68.886199951171875,anonymous,EN,Yes- I consent,59.27,59.27,60.761,1,3,73,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:40:07,2018-11-01 13:41:52,IP Address,184.195.207.10,100,105,True,2018-11-01 13:41:53,R_2xEImLq7pwkMr50,,,,,41.727203369140625,-86.2447967529296875,anonymous,EN,Yes- I consent,11.817,57.493,59.525,3,3,28,Male,,Caucasian,,No,Somewhere in-between,Yes,1
2018-11-01 13:41:03,2018-11-01 13:41:56,IP Address,98.10.13.84,100,52,True,2018-11-01 13:41:56,R_2w4CN4nfv1KHY9q,,,,,43.0718994140625,-77.09760284423828125,anonymous,EN,Yes- I consent,,,,,,68,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:41:48,2018-11-01 13:42:06,IP Address,74.66.215.59,100,18,True,2018-11-01 13:42:07,R_BJ7Zqyof0vHbvkl,,,,,40.766693115234375,-73.8240966796875,anonymous,EN,Yes- I consent,,,,,,29,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:31:10,2018-11-01 13:42:17,IP Address,47.199.50.10,100,666,True,2018-11-01 13:42:17,R_Ti1C04v4MF2I7HX,,,,,28.2129058837890625,-82.68070220947265625,anonymous,EN,Yes- I consent,21.712,43.175,48.101,3,3,51,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-01 13:40:35,2018-11-01 13:42:17,IP Address,162.40.216.198,100,101,True,2018-11-01 13:42:17,R_1KeVkcKhGAjpNlT,,,,,33.57879638671875,-102.3675994873046875,anonymous,EN,Yes- I consent,24.863,24.863,41.395,1,3,28,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:40:19,2018-11-01 13:42:17,IP Address,45.4.197.76,100,118,True,2018-11-01 13:42:17,R_1ps7nyZ6ukPYoMc,,,,,40.7483978271484375,-73.99669647216796875,anonymous,EN,Yes- I consent,,,,,,40,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:42:06,2018-11-01 13:42:28,IP Address,66.168.194.54,100,21,True,2018-11-01 13:42:28,R_1Timbbp2bCOqUBX,,,,,34.377593994140625,-83.760498046875,anonymous,EN,Yes- I consent,,,,,,37,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-01 13:42:01,2018-11-01 13:42:37,IP Address,73.12.82.222,100,35,True,2018-11-01 13:42:37,R_3jfkpVHPBrm51tl,,,,,36.58740234375,-79.86859893798828125,anonymous,EN,Yes- I consent,,,,,,60,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:41:10,2018-11-01 13:42:41,IP Address,98.218.242.229,100,90,True,2018-11-01 13:42:41,R_21ccCiHjJNHgdSa,,,,,38.9517974853515625,-77.02030181884765625,anonymous,EN,Yes- I consent,42.184,42.184,43.51,1,3,28,Male,,Black/African,,Yes,Lean Republican,Yes,1
2018-11-01 13:41:10,2018-11-01 13:42:50,IP Address,198.111.39.124,100,99,True,2018-11-01 13:42:50,R_27eNIpgFO4RixRk,,,,,42.464996337890625,-83.2306976318359375,anonymous,EN,Yes- I consent,73.692,73.692,74.927,1,3,29,Male,,Caucasian,,Maybe,Somewhere in-between,No,1
2018-11-01 13:42:27,2018-11-01 13:42:52,IP Address,138.207.255.82,100,25,True,2018-11-01 13:42:52,R_1Iiw1R3jMptUgPV,,,,,39.8896942138671875,-79.72820281982421875,anonymous,EN,Yes- I consent,,,,,,30,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:41:49,2018-11-01 13:42:56,IP Address,47.152.41.131,100,67,True,2018-11-01 13:42:56,R_2bUUlXXULqafvb2,,,,,33.8307037353515625,-118.38320159912109375,anonymous,EN,Yes- I consent,7.604,11.732,39.152,3,5,21,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,1
2018-11-01 13:41:10,2018-11-01 13:43:13,IP Address,174.67.23.135,100,122,True,2018-11-01 13:43:14,R_2BbUIAwLK9GSrBG,,,,,35.3791961669921875,-97.53620147705078125,anonymous,EN,Yes- I consent,1.591,51.767,51.735,11,3,25,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:41:07,2018-11-01 13:43:19,IP Address,76.106.206.213,100,132,True,2018-11-01 13:43:20,R_1EckuBE7kQE6LEA,,,,,30.145904541015625,-81.5738983154296875,anonymous,EN,Yes- I consent,51.013,51.013,55.434,1,3,34,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:42:09,2018-11-01 13:43:25,IP Address,65.186.214.207,100,75,True,2018-11-01 13:43:25,R_SIrzyQNcjThvTHz,,,,,40.360504150390625,-83.75710296630859375,anonymous,EN,Yes- I consent,49.74,49.74,50.889,1,3,37,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:41:48,2018-11-01 13:43:38,IP Address,139.55.41.227,100,110,True,2018-11-01 13:43:38,R_urJsYa2afVrCqMV,,,,,37.3092041015625,-83.05680084228515625,anonymous,EN,Yes- I consent,,,,,,25,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:42:38,2018-11-01 13:43:45,IP Address,68.132.110.62,100,66,True,2018-11-01 13:43:45,R_1hzMgFZxwbe5rwC,,,,,40.7617950439453125,-73.3292999267578125,anonymous,EN,Yes- I consent,,,,,,21,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-01 13:42:59,2018-11-01 13:43:47,IP Address,216.56.11.2,100,47,True,2018-11-01 13:43:47,R_3lyv5bztF2mtxxZ,,,,,45.704498291015625,-89.3865966796875,anonymous,EN,Yes- I consent,,,,,,28,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:43:00,2018-11-01 13:43:56,IP Address,68.207.228.60,100,55,True,2018-11-01 13:43:56,R_2qaNDBX2Zx2mCux,,,,,27.8838958740234375,-82.82649993896484375,anonymous,EN,Yes- I consent,,,,,,57,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-01 13:41:51,2018-11-01 13:44:03,IP Address,71.11.181.251,100,131,True,2018-11-01 13:44:03,R_3LbVJTfgZIqUgFi,,,,,39.3863067626953125,-119.872894287109375,anonymous,EN,Yes- I consent,,,,,,43,Female,,Other - Please specify,Hispanic,Yes,Lean Democrat,Yes,2
2018-11-01 13:43:33,2018-11-01 13:44:12,IP Address,134.114.101.31,100,38,True,2018-11-01 13:44:12,R_1kFy4qtAUowtKZx,,,,,35.1981048583984375,-111.65129852294921875,anonymous,EN,Yes- I consent,,,,,,19,Female,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-01 13:43:49,2018-11-01 13:44:25,IP Address,66.8.231.140,100,36,True,2018-11-01 13:44:25,R_zexLf5j2KEYu1xf,,,,,19.653106689453125,-155.97979736328125,anonymous,EN,Yes- I consent,,,,,,28,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-01 13:43:42,2018-11-01 13:44:29,IP Address,65.33.188.74,100,46,True,2018-11-01 13:44:29,R_2QzG9L41q72ymPM,,,,,27.9658050537109375,-82.80010223388671875,anonymous,EN,Yes- I consent,,,,,,69,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:43:24,2018-11-01 13:44:30,IP Address,199.87.130.130,100,66,True,2018-11-01 13:44:30,R_wRIYpmCfrKmbmHn,,,,,37.4954986572265625,-77.47100067138671875,anonymous,EN,Yes- I consent,27.026,27.026,40.487,1,3,43,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:42:01,2018-11-01 13:44:33,IP Address,73.24.158.169,100,151,True,2018-11-01 13:44:33,R_2rAApriD48EtPcZ,,,,,32.4075927734375,-111.06500244140625,anonymous,EN,Yes- I consent,11.178,74.066,76.582,10,3,68,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:44:01,2018-11-01 13:44:34,IP Address,136.62.5.48,100,33,True,2018-11-01 13:44:35,R_pKUsp98IxrdDzup,,,,,30.2427978515625,-97.76580047607421875,anonymous,EN,Yes- I consent,,,,,,41,Male,,"Asian,Caucasian",,Yes,Lean Democrat,Yes,2
2018-11-01 13:44:15,2018-11-01 13:44:39,IP Address,216.83.74.3,100,24,True,2018-11-01 13:44:39,R_31EDrwVOH6wVic4,,,,,42.5565032958984375,-114.46929931640625,anonymous,EN,Yes- I consent,,,,,,28,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:43:41,2018-11-01 13:44:40,IP Address,68.60.237.138,100,58,True,2018-11-01 13:44:40,R_2zvgiMuBk80XCU0,,,,,39.8441925048828125,-85.9739990234375,anonymous,EN,Yes- I consent,27.675,27.675,33.932,1,3,41,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,1
2018-11-01 13:43:20,2018-11-01 13:44:49,IP Address,24.175.72.69,100,88,True,2018-11-01 13:44:49,R_28UvFVLNgUjBVzr,,,,,25.9221038818359375,-97.4611968994140625,anonymous,EN,Yes- I consent,43.567,43.567,46.268,1,3,41,Female,,Asian,,No,Somewhere in-between,No,1
2018-11-01 13:44:38,2018-11-01 13:45:00,IP Address,24.144.18.198,100,21,True,2018-11-01 13:45:00,R_2an7Q7PN85RjVf4,,,,,35.082305908203125,-92.46829986572265625,anonymous,EN,Yes- I consent,,,,,,34,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:44:34,2018-11-01 13:45:02,IP Address,75.187.87.55,100,28,True,2018-11-01 13:45:03,R_Og3ClJNGdowtcfT,,,,,40.1183013916015625,-83.7834014892578125,anonymous,EN,Yes- I consent,,,,,,26,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:44:40,2018-11-01 13:45:10,IP Address,173.14.145.81,100,29,True,2018-11-01 13:45:10,R_31WrparNoHHYuHe,,,,,42.71380615234375,-70.9069976806640625,anonymous,EN,Yes- I consent,,,,,,57,Female,,Asian,,Yes,Lean Democrat,Yes,2
